0.000000,0.000200000,98.000000,99.000000,1.000000
0.050000,0.000196000,96.040000,98.020000,1.980000
0.100000,0.000192080,94.119200,97.059600,2.940400
0.150000,0.000188238,92.236816,96.118408,3.881592
0.200000,0.000184474,90.392080,95.196040,4.803960
0.250000,0.000180784,88.584238,94.292119,5.707881
0.300000,0.000177168,86.812553,93.406277,6.593723
0.350000,0.000173625,85.076302,92.538151,7.461849
0.400000,0.000170153,83.374776,91.687388,8.312612
0.450000,0.000166750,81.707281,90.853640,9.146360
0.500000,0.000163415,80.073135,90.036568,9.963432
0.550000,0.000160146,78.471672,89.235836,10.764164
0.600000,0.000156943,76.902239,88.451119,11.548881
0.650000,0.000153804,75.364194,87.682097,12.317903
0.700000,0.000150728,73.856910,86.928455,13.071545
0.750000,0.000147714,72.379772,86.189886,13.810114
0.800000,0.000144760,70.932177,85.466088,14.533912
0.850000,0.000141864,69.513533,84.756767,15.243233
0.900000,0.000139027,68.123262,84.061631,15.938369
0.950000,0.000136247,66.760797,83.380399,16.619601
1.000000,0.000133522,65.425581,82.712791,17.287209
1.050000,0.000130851,64.117070,82.058535,17.941465
1.100000,0.000128234,62.834728,81.417364,18.582636
1.150000,0.000125669,61.578034,80.789017,19.210983
1.200000,0.000123156,60.346473,80.173236,19.826764
1.250000,0.000120693,59.139544,79.569772,20.430228
1.300000,0.000118279,57.956753,78.978376,21.021624
1.350000,0.000115914,56.797618,78.398809,21.601191
1.400000,0.000113595,55.661665,77.830833,22.169167
1.450000,0.000111323,54.548432,77.274216,22.725784
1.500000,0.000109097,53.457463,76.728732,23.271268
1.550000,0.000106915,52.388314,76.194157,23.805843
1.600000,0.000104777,51.340548,75.670274,24.329726
1.650000,0.000102681,50.313737,75.156868,24.843132
1.700000,0.000100627,49.307462,74.653731,25.346269
1.750000,0.000098615,48.321313,74.160656,25.839344
1.800000,0.000096643,47.354887,73.677443,26.322557
1.850000,0.000094710,46.407789,73.203894,26.796106
1.900000,0.000092816,45.479633,72.739817,27.260183
1.950000,0.000090959,44.570040,72.285020,27.714980
2.000000,0.000089140,43.678640,71.839320,28.160680
2.050000,0.000087357,42.805067,71.402533,28.597467
2.100000,0.000085610,41.948965,70.974483,29.025517
2.150000,0.000083898,41.109986,70.554993,29.445007
2.200000,0.000082220,40.287786,70.143893,29.856107
2.250000,0.000080576,39.482031,69.741015,30.258985
2.300000,0.000078964,38.692390,69.346195,30.653805
2.350000,0.000077385,37.918542,68.959271,31.040729
2.400000,0.000075837,37.160171,68.580086,31.419914
2.450000,0.000074320,36.416968,68.208484,31.791516
2.500000,0.000072834,35.688629,67.844314,32.155686
2.550000,0.000071377,34.974856,67.487428,32.512572
2.600000,0.000069950,34.275359,67.137679,32.862321
2.650000,0.000068551,33.589852,66.794926,33.205074
2.700000,0.000067180,32.918055,66.459027,33.540973
